153700
56624	73592	369 
56624	9025	358 
48335	42543	29 
42120	37487	143 
42120	73813	143 
9548	65857	332 
65351	38944	80 
65351	22668	37 
59671	52594	118 
72633	9351	151 
86	29064	332 
86	33054	369 
86	9577	358 
43321	68539	14 
43321	42841	46 
71631	25187	118 
55290	38107	118 
20496	29526	118 
33363	27339	105 
33363	62434	300 
26492	33054	369 
60543	70582	398 
60543	70582	151 
32159	58799	151 
18947	35191	102 
52209	38944	80 
52209	38944	37 
28650	65853	332 
28650	29064	332 
28650	40754	151 
28650	33054	369 
46573	25366	118 
41923	73209	14 
540	26005	118 
57824	23612	118 
63559	58217	151 
19922	40363	118 
22414	7118	102 
40260	41016	332 
40260	33054	151 
40260	40754	369 
40260	51607	358 
40260	9577	358 
36326	45690	279 
36326	67168	279 
36326	72822	279 
36326	58040	279 
36326	53452	279 
36326	25598	279 
36326	59727	279 
24773	65853	332 
24773	33054	369 
63966	10911	377 
20801	28662	130 
20801	31033	130 
56677	28806	398 
56677	28806	382 
56677	69742	143 
56677	58146	396 
56677	54516	396 
24803	9013	294 
20752	32650	130 
20752	52003	203 
54229	37408	358 
7824	1188	118 
24037	2168	32 
9757	32994	350 
9757	67909	350 
9757	67909	341 
9757	67909	12 
8307	33054	151 
8307	60746	29 
6311	55604	118 
65584	29064	332 
65584	33054	369 
65584	9577	358 
74956	40754	151 
74956	33054	369 
72783	21435	151 
64132	23453	332 
64132	29052	332 
6009	19090	118 
70532	61405	98 
70532	16856	98 
31365	64983	118 
10044	57756	118 
61843	35791	300 
15024	1707	332 
15024	10045	332 
15024	1705	332 
15024	65855	332 
15024	65853	332 
15024	65857	332 
15024	65856	332 
15024	29052	332 
15024	29065	332 
15024	29064	332 
15024	23453	332 
15024	29061	332 
15024	68334	332 
33672	58897	118 
5160	27734	118 
2283	64367	118 
65115	65848	14 
23723	29052	332 
72281	14858	32 
66332	32131	34 
49375	51103	118 
43039	51607	358 
65260	33054	369 
21904	17058	85 
27279	1483	379 
60070	54664	303 
60250	33054	151 
60250	53811	369 
65981	9013	94 
1789	73831	369 
10641	33054	369 
36549	50528	32 
36549	50528	151 
22648	75076	130 
22648	36080	203 
58853	52734	105 
58853	60885	102 
58853	6934	102 
58853	46685	102 
58853	71279	102 
58853	69742	143 
58853	54168	256 
8275	16537	102 
19137	27117	118 
70136	10045	332 
70136	1705	332 
70136	60031	332 
70136	65855	332 
70136	65853	332 
70136	65856	332 
70136	65861	332 
70136	7925	332 
70136	64354	332 
70136	43192	332 
70136	29052	332 
70136	29065	332 
70136	29064	332 
70136	23453	332 
70136	29061	332 
70136	36618	332 
70136	69354	332 
70136	68334	332 
70136	68336	332 
70136	68337	332 
70136	32721	332 
70136	1723	332 
4926	24749	143 
4926	74349	143 
4926	35753	143 
4926	35399	143 
4926	60951	143 
4926	72919	143 
4926	74010	143 
4926	9220	143 
4926	36577	143 
4926	41674	143 
4926	7803	143 
4926	67766	143 
4926	19106	143 
4926	68300	143 
4926	44315	143 
4926	68048	143 
4926	29834	143 
4926	72157	143 
4926	48283	143 
4926	25448	143 
4926	5	143 
4926	57047	348 
46949	54884	118 
24340	15803	328 
13646	2729	118 
34419	29427	155 
34419	29427	32 
34419	16834	37 
26051	44840	118 
62143	43972	358 
62143	6576	356 
37751	29065	332 
3971	19933	265 
24127	69099	32 
70368	68441	147 
70368	34279	147 
70368	64119	147 
70368	21430	147 
29382	4388	194 
29382	25210	102 
29382	45673	102 
29382	21096	102 
29382	44966	102 
12945	41014	118 
13523	53751	369 
61689	65041	118 
57048	33054	151 
57048	9577	358 
11256	58833	213 
2492	66231	118 
24696	32131	34 
29742	52734	105 
64966	48459	118 
11872	31873	118 
46593	48317	118 
11364	1646	14 
52565	29052	332 
422	21943	118 
19166	9577	358 
48115	48362	213 
33242	21701	130 
33014	41793	117 
64	33054	369 
23403	65853	332 
23403	65857	332 
23403	29065	332 
23403	33054	369 
23403	9577	358 
9541	65855	332 
64829	69742	143 
72143	14280	118 
8078	66239	379 
8078	61696	379 
8078	52898	292 
73338	27339	105 
73338	69742	143 
73338	37487	143 
46683	68334	332 
46683	33054	369 
46683	9577	358 
46683	51607	358 
58344	31621	32 
15113	65853	332 
30069	40754	369 
52103	12257	357 
52103	51082	357 
52103	57813	357 
52103	26868	357 
52103	2907	357 
52103	47609	357 
52103	10184	357 
52103	5135	398 
52103	9898	105 
52103	52734	105 
52103	9637	105 
52103	14736	105 
52103	69742	143 
52103	69459	54 
52103	59108	213 
52103	71491	255 
52103	51482	255 
52103	67386	255 
52103	60073	255 
52103	50502	255 
52103	6194	255 
52103	30687	255 
27127	26606	118 
46858	45332	398 
46858	15239	398 
46858	17373	358 
21810	23883	102 
21810	30145	102 
21810	37934	102 
50583	52734	105 
50583	69742	143 
50583	67171	143 
44667	27339	105 
44667	59812	300 
44667	62434	300 
68477	25615	330 
56296	57047	348 
45423	70134	118 
64273	29052	332 
41005	71069	118 
10804	50039	118 
63	47414	118 
26316	2598	388 
48395	27722	118 
19012	40754	369 
63428	26184	332 
26973	33054	369 
42987	49110	219 
42987	5390	219 
42987	11523	219 
42987	11054	219 
42987	49989	219 
42987	20268	219 
14889	9577	358 
6914	9577	358 
58382	36773	217 
44925	10045	332 
44925	65855	332 
44925	65853	332 
44925	65857	332 
44925	65856	332 
44925	65861	332 
44925	29052	332 
44925	29065	332 
44925	29064	332 
44925	23453	332 
44925	29061	332 
44925	68334	332 
44925	68339	332 
44925	68338	332 
44925	68336	332 
44925	68337	332 
44925	64354	332 
44925	24058	321 
44925	51607	358 
68356	65861	332 
68356	10045	332 
68356	65853	332 
68356	23453	332 
68356	29065	332 
68356	29064	332 
68356	74810	332 
68356	33054	369 
2030	66047	32 
2030	41366	256 
2030	41366	396 
2030	48207	356 
2030	17373	356 
30748	29065	332 
30748	23453	332 
28147	24335	118 
9148	40050	118 
27169	63585	396 
50090	24058	321 
18108	42403	118 
3834	27555	102 
47472	27354	118 
24403	65853	332 
24403	65856	332 
24403	23453	332 
24403	29064	332 
24403	29061	332 
24403	29065	332 
24403	10392	180 
24403	39786	29 
24403	22754	29 
24403	42543	29 
24403	60746	29 
24403	33054	369 
49961	46696	118 
36385	10200	143 
14936	38607	118 
38618	50546	194 
38618	50546	102 
44325	9238	398 
44325	9238	382 
64816	27894	32 
6706	17058	374 
6706	50528	358 
69930	70812	328 
69930	49598	183 
28737	66448	118 
10204	14858	32 
10204	14858	369 
10204	14858	358 
62041	55745	118 
72553	51646	213 
72553	74863	213 
72553	11288	213 
72553	6570	397 
72553	51080	397 
72553	4366	397 
72553	7347	397 
72553	27770	397 
72553	4192	397 
72553	47724	397 
72553	29981	397 
72553	32937	397 
72553	62831	397 
72553	3650	397 
72553	21550	397 
72553	5428	397 
72553	42667	151 
72553	15200	151 
72553	42667	396 
24722	68953	194 
24722	73238	102 
24722	68953	102 
3247	64734	14 
41605	29065	332 
41605	40754	369 
4884	18597	147 
4884	429	382 
31133	48613	152 
19430	65853	332 
19430	29052	332 
19430	23453	332 
19430	29061	332 
19430	68334	332 
29281	29052	332 
29281	29064	332 
29281	29065	332 
29281	33054	151 
29281	25489	369 
52244	67908	350 
32978	49110	219 
25690	18963	102 
13476	33054	151 
13476	61234	358 
58178	208	118 
67838	31185	56 
63375	29064	332 
64051	9577	358 
38142	55855	369 
69743	60885	102 
69743	46685	102 
49298	33054	369 
49298	9577	358 
36252	11037	102 
36252	53033	102 
45658	15050	118 
35043	62434	300 
22126	51019	118 
57340	68987	330 
37783	46331	14 
30699	74717	118 
41483	72888	118 
70152	2838	118 
50353	66239	379 
34795	14337	151 
34795	34224	151 
34795	49114	151 
34795	48288	151 
34795	51755	358 
34795	17373	358 
18684	36403	118 
61161	63705	217 
63927	61017	219 
63927	63539	219 
63927	51739	219 
63927	64012	219 
19046	29064	332 
19046	29065	332 
33686	74085	118 
31400	18055	398 
10055	38717	118 
31664	1672	118 
9441	4703	32 
9441	69092	32 
9441	33054	369 
26223	9430	118 
22209	51331	118 
55075	38055	32 
55075	24578	151 
55075	33054	369 
55075	55475	369 
55075	38055	358 
4534	52534	14 
10145	52133	382 
33775	61370	151 
4449	37408	358 
49844	68633	118 
12605	37760	118 
47411	71737	118 
8014	59220	217 
24325	9577	358 
24325	51607	358 
63432	28178	194 
63432	9025	369 
63432	9025	358 
14691	4173	300 
14691	62849	300 
14691	62879	300 
14691	65810	300 
14691	62434	300 
14691	16843	300 
14691	849	300 
14691	17426	300 
14691	33456	300 
14691	55212	300 
14691	17629	300 
14691	26313	300 
14691	23323	300 
14691	64408	300 
14691	74587	300 
14691	60653	313 
14691	10368	313 
14691	19567	313 
14691	46000	313 
14691	29580	313 
14691	16619	313 
14691	73158	313 
14691	21680	313 
14691	44620	313 
14691	20320	313 
14691	10036	313 
14691	19607	313 
14691	47265	313 
14691	18855	313 
14691	12217	313 
14691	63290	313 
14691	3377	313 
14691	9972	313 
14691	17688	313 
14691	54069	313 
14691	18285	313 
14691	19295	313 
14691	68699	313 
14691	58482	313 
14691	48926	313 
14691	63852	313 
14691	68348	313 
14691	55523	313 
14691	1856	313 
14691	3690	313 
14691	57685	313 
14691	54744	313 
14691	36101	313 
14691	28369	341 
14691	67908	341 
14691	21202	341 
13644	2161	328 
13644	54601	350 
13644	16633	350 
13644	67909	350 
13644	67909	341 
58572	34671	118 
61460	23358	151 
61460	23358	256 
61460	23358	396 
61460	23358	358 
7743	56644	398 
7743	56644	382 
15785	9577	358 
15785	51607	358 
15785	54990	303 
58253	20004	396 
16940	33054	369 
56802	20526	256 
56802	20526	396 
56802	20526	358 
62011	29052	332 
18645	34351	147 
18645	54129	105 
18645	3374	105 
18645	27339	105 
18645	3405	102 
18645	22259	102 
18645	5767	102 
18645	60885	102 
18645	36156	102 
18645	46685	102 
18645	69742	143 
18645	67171	143 
4187	65853	332 
64479	40754	369 
65268	65855	332 
65268	10045	332 
65268	65853	332 
65268	65861	332 
65268	65856	332 
65268	29052	332 
65268	29065	332 
65268	29064	332 
65268	23453	332 
65268	67410	72 
65268	53751	369 
5196	64632	85 
5196	64632	374 
30350	39807	217 
23813	29064	332 
23813	29065	332 
23813	23453	332 
23813	29052	332 
8428	23453	332 
8428	29064	332 
8428	40754	369 
21080	60612	118 
74805	3105	118 
41529	26742	32 
17903	21563	118 
75235	9013	94 
75235	33054	151 
72079	39635	398 
72079	27339	105 
72079	37878	382 
72079	72437	382 
72079	8401	382 
72079	56645	382 
72079	15895	382 
72079	5850	382 
72079	60222	382 
72079	42618	382 
72079	22663	382 
72079	59046	382 
72079	55330	382 
72079	429	382 
72079	56316	382 
72079	68659	382 
72079	56441	382 
72079	13526	382 
72079	30109	382 
72079	1727	382 
72079	56798	382 
72079	65305	382 
72079	49770	382 
72079	24203	382 
72079	37504	382 
72079	46982	382 
72079	73985	382 
72079	28650	382 
72079	42278	382 
72079	30645	382 
72079	30430	382 
72079	48745	382 
72079	65513	382 
72079	22122	382 
72079	10432	382 
72079	66239	300 
72079	62434	300 
72079	1707	332 
72079	10045	332 
72079	1705	332 
72079	60306	332 
72079	60031	332 
72079	60308	332 
72079	65855	332 
72079	65853	332 
72079	65857	332 
72079	65856	332 
72079	68800	332 
72079	23887	332 
72079	51356	332 
72079	51358	332 
72079	51355	332 
72079	23446	332 
72079	6058	332 
72079	31869	332 
72079	31874	332 
72079	29052	332 
72079	29065	332 
72079	29064	332 
72079	23453	332 
72079	29061	332 
72079	3992	332 
72079	3980	332 
72079	35877	332 
72079	59840	332 
72079	32380	332 
72079	68334	332 
72079	68339	332 
72079	68338	332 
72079	68336	332 
72079	68337	332 
72079	10188	332 
72079	71061	332 
72079	12340	332 
72079	40315	332 
72079	40309	332 
72079	40308	332 
72079	40312	332 
72079	54168	256 
72079	29063	256 
58095	2043	194 
28766	65409	102 
28766	62546	102 
7259	32380	332 
34423	14503	118 
33012	4632	194 
33012	36100	194 
55975	72593	382 
55975	72593	151 
55975	72510	256 
55975	72510	396 
55975	72593	358 
61005	54310	213 
61005	14116	227 
61005	14116	34 
69875	38944	37 
35701	38128	398 
20237	65855	332 
16360	21390	56 
20140	10045	332 
20140	1705	332 
20140	65855	332 
20140	65853	332 
20140	65857	332 
20140	65856	332 
20140	65861	332 
20140	29052	332 
20140	29065	332 
20140	29064	332 
20140	23453	332 
20140	29061	332 
20140	68334	332 
20140	68337	332 
20140	9577	358 
20140	51607	358 
75303	27339	105 
65572	10456	118 
43031	23230	217 
47275	55912	118 
14324	15835	151 
55587	21322	356 
45264	62434	300 
45264	65853	332 
45264	22958	369 
72508	29064	332 
27901	66239	300 
22191	43626	102 
22191	33054	369 
15896	33054	369 
41064	1371	118 
58268	2521	118 
48548	62147	118 
59003	6576	356 
27112	63709	118 
25182	29052	332 
25182	29064	332 
25182	29427	294 
25182	29427	151 
45002	10911	377 
63400	1707	332 
63400	10045	332 
63400	65855	332 
63400	65853	332 
63400	29065	332 
63400	29064	332 
63400	23453	332 
63400	29061	332 
51591	36619	358 
62327	9577	358 
62327	51607	358 
1045	58402	398 
1045	39091	358 
73627	10045	332 
73627	65853	332 
73627	1705	332 
73627	65855	332 
73627	65856	332 
73627	1707	332 
73627	65857	332 
73627	12804	332 
73627	68338	332 
73627	29052	332 
73627	32380	332 
73627	29064	332 
73627	23453	332 
73627	29065	332 
73627	29061	332 
73627	68336	332 
73627	68334	332 
73627	40309	332 
73627	68337	332 
73627	40318	332 
73627	33054	369 
17344	22341	102 
17344	44395	102 
4845	37161	184 
4845	12856	184 
34728	9577	358 
65814	3992	332 
65814	33054	151 
65814	22958	369 
65814	23029	303 
65814	28591	303 
65814	37302	303 
65814	12956	303 
65814	56419	303 
65814	58769	303 
65814	73217	303 
65814	60310	303 
65814	52672	303 
65814	33971	303 
65814	29254	303 
65814	19515	303 
65814	46670	303 
65814	67308	303 
65814	19760	303 
65814	17897	303 
65814	4445	303 
65814	6894	303 
65814	34234	303 
65814	13839	303 
65814	37028	303 
65814	11708	303 
65814	68890	303 
65814	32824	303 
65814	65897	303 
65814	1444	303 
65814	40496	303 
65814	68303	303 
65814	18120	303 
65814	74553	303 
65814	5711	303 
65814	64735	303 
65814	16721	303 
65814	30952	303 
65814	73559	303 
65814	73875	303 
65814	11566	303 
65814	55217	303 
65814	28860	303 
65814	22772	303 
15790	65853	332 
15790	65855	332 
15790	10045	332 
15790	65856	332 
15790	23453	332 
15790	29052	332 
15790	29065	332 
15790	29064	332 
15790	29061	332 
41943	42191	14 
73058	52734	105 
73058	39406	143 
73058	69742	143 
73058	61409	255 
25527	25489	369 
28664	36424	130 
15595	28027	118 
54177	1444	294 
13119	70079	118 
36670	12974	118 
34673	31078	118 
52781	56644	151 
30515	65552	118 
54233	991	388 
54233	21205	388 
54233	38226	388 
54233	36821	388 
54233	2598	388 
37128	9013	94 
75268	33054	369 
69405	68583	118 
73816	65562	14 
71248	38128	151 
71232	42543	29 
1823	29065	332 
6994	2598	388 
53811	10174	151 
53811	26006	151 
53811	42581	151 
53811	26783	151 
53811	28588	151 
53811	27747	151 
4028	69212	194 
4028	61951	102 
4028	62835	102 
4028	69212	102 
2	65853	332 
2	2516	34 
2	54168	256 
40816	58402	147 
40816	39091	358 
13606	70135	398 
44499	29052	332 
44499	29064	332 
44499	23453	332 
44499	29065	332 
44499	9577	358 
44499	51607	358 
37987	65856	332 
37987	29064	332 
37987	23453	332 
37987	29052	332 
37987	29065	332 
37987	40754	369 
35048	10045	332 
35048	65855	332 
35048	23453	332 
35048	68337	332 
1024	6653	118 
34043	67541	269 
50766	55914	130 
1800	16610	118 
37745	39091	358 
47334	14858	32 
33374	24051	118 
64880	65857	332 
64880	65856	332 
64880	65861	332 
64880	51816	332 
64880	10045	332 
64880	65855	332 
64880	65853	332 
64880	1705	332 
64880	60305	332 
64880	60031	332 
64880	51352	332 
64880	3980	332 
64880	68338	332 
64880	40308	332 
64880	29052	332 
64880	68334	332 
64880	68337	332 
64880	68336	332 
64880	6058	332 
64880	40316	332 
64880	35877	332 
64880	58833	213 
64880	11414	255 
64880	59413	397 
64880	47724	397 
64880	54516	396 
64880	73592	369 
64880	7846	303 
67561	58901	118 
43873	41972	217 
72660	33054	369 
74089	45247	118 
23650	23889	34 
56522	47700	118 
25616	65853	332 
25616	65856	332 
25616	29065	332 
25616	29064	332 
25616	23453	332 
25616	29061	332 
25616	33054	369 
46821	68807	332 
46821	68805	332 
55662	34738	217 
30519	49040	118 
23573	74634	398 
23573	32396	358 
64111	31690	118 
30997	61370	32 
61196	33373	102 
61196	69742	143 
61196	67171	143 
4521	244	194 
57577	27332	105 
57577	59812	300 
57577	67410	393 
57577	14472	356 
44621	63300	118 
56854	10045	332 
56854	65855	332 
56854	65853	332 
56854	65857	332 
56854	65856	332 
56854	29052	332 
56854	29065	332 
56854	29064	332 
56854	23453	332 
56854	33054	369 
22438	74426	118 
7684	72713	330 
25170	24058	382 
25170	1819	296 
26610	12275	358 
26610	37408	358 
31728	16396	118 
21798	23798	358 
3200	33054	369 
54812	9336	369 
47602	25366	118 
59795	64463	118 
10896	9911	217 
10896	38944	80 
10896	38944	37 
10896	48786	296 
10896	17058	85 
10896	64632	85 
10896	74615	85 
10896	17058	374 
10896	64632	374 
10896	74615	374 
10896	61656	384 
10896	3650	384 
10896	6901	384 
10896	25456	384 
10896	73103	384 
10896	3580	117 
10896	60841	265 
10896	62261	265 
10896	19933	265 
10896	4148	265 
10896	23640	265 
10896	20249	265 
15579	38433	118 
53234	56027	332 
67567	52734	105 
67567	69742	143 
3760	39807	217 
55295	52912	118 
4421	38944	80 
4421	22668	37 
4421	1819	296 
4421	64632	85 
4421	64632	374 
10205	56952	118 
75298	18129	398 
75298	9032	151 
75298	9032	396 
75298	64227	358 
27807	14472	398 
13897	66558	14 
41917	57590	118 
13338	27140	118 
23162	14858	294 
20656	34236	118 
38552	72169	243 
11404	64052	118 
65726	12176	388 
65726	60773	388 
65726	42664	388 
65726	12270	388 
65726	36821	388 
65726	30186	388 
65726	2598	388 
65726	71663	388 
13956	65857	332 
20975	50400	118 
5103	63585	151 
16024	64888	194 
16024	52303	194 
16024	15926	194 
16024	52303	102 
16024	46002	102 
16024	21285	102 
16024	43621	102 
16024	15926	102 
64372	6382	118 
48029	9911	217 
48029	38944	80 
48029	38944	37 
48029	20492	296 
48029	17058	85 
48029	64632	85 
48029	19769	85 
48029	64632	374 
48029	19933	265 
24404	37408	358 
35078	58040	279 
35078	59727	279 
29636	65861	332 
5683	45053	151 
5683	51394	151 
5683	3751	151 
5683	22452	151 
41053	16856	98 
8210	46857	118 
37180	12500	118 
72717	32937	155 
72717	4445	155 
72717	73035	155 
72717	2532	155 
72717	61365	155 
72717	64021	155 
44046	59413	397 
44046	54168	256 
5645	19933	294 
5645	19933	369 
69802	27999	398 
61748	68755	118 
54591	41250	102 
34800	267	118 
73988	58402	398 
10959	68723	356 
16217	65900	382 
16217	38746	130 
16217	65900	369 
16217	38746	369 
34598	33429	118 
5898	23093	34 
44136	40754	369 
7470	42746	194 
7470	42746	102 
50336	48613	152 
57483	65861	332 
57483	29052	332 
38768	65853	332 
38768	65855	332 
38768	65857	332 
38768	29061	332 
38768	29064	332 
38768	23453	332 
38768	29052	332 
38768	68334	332 
38768	48451	366 
38768	55888	61 
38768	15647	369 
38768	33054	369 
38768	3643	369 
71553	45617	14 
48838	65853	332 
48838	65857	332 
48838	23453	332 
48838	32380	332 
48838	29064	332 
48838	29065	332 
48838	24058	321 
48838	40754	369 
60997	69742	143 
39204	58402	147 
39204	39781	34 
39204	39091	358 
64061	41623	398 
15215	65857	332 
15215	65856	332 
15215	65861	332 
15215	23887	332 
15215	68334	332 
15215	40319	332 
15215	53065	369 
15215	73592	369 
6644	43343	14 
5965	58402	398 
5965	27248	34 
6553	21697	118 
8549	29065	332 
8549	29064	332 
48961	51190	118 
51386	73831	369 
59774	33054	369 
30622	65855	332 
30622	65857	332 
30622	29052	332 
30622	29064	332 
30622	29065	332 
30622	25489	369 
39739	65855	332 
39739	29064	332 
39739	68334	332 
39739	51352	332 
17796	36562	54 
64144	73831	151 
17856	46502	143 
21885	33054	369 
69993	38279	118 
27870	69092	155 
29530	27021	46 
29530	75291	296 
19223	28777	118 
70122	65856	332 
70122	65855	332 
70122	10045	332 
70122	65853	332 
70122	29065	332 
70122	29052	332 
70122	23453	332 
70122	29064	332 
70122	29061	332 
70122	57026	332 
70122	33054	369 
42174	69742	143 
53055	74864	155 
53055	27999	398 
53055	17373	358 
74972	33054	369 
74972	9577	358 
64690	52734	105 
64690	69742	143 
64690	10045	332 
64690	65861	332 
64690	29052	332 
64690	23453	332 
64690	29064	332 
64690	29065	332 
64690	29061	332 
48082	40754	369 
67845	52734	105 
61443	68560	384 
7425	57047	348 
13406	7789	118 
54282	63887	118 
33166	2598	388 
49276	40754	369 
42964	38055	32 
42964	73831	369 
72645	9577	358 
51037	27458	369 
3486	67530	118 
53595	65917	356 
72775	51420	32 
44825	22668	37 
44825	75291	296 
44825	29452	384 
44825	3580	117 
44826	75291	296 
44827	38944	80 
44827	38944	37 
44827	75291	296 
44827	17058	85 
44827	71784	374 
44827	17058	374 
46987	3539	118 
45656	9577	358 
44571	65857	332 
44571	32380	332 
44571	29064	332 
44571	33054	369 
58042	52866	194 
58042	6883	194 
58042	35050	194 
58042	4205	194 
58042	8127	194 
58042	10903	194 
58042	14356	102 
58042	35050	102 
58042	11592	102 
58042	10810	102 
38128	14297	147 
38128	5372	398 
38128	44536	398 
38128	63319	398 
38128	55887	398 
38128	39896	398 
38128	29844	398 
38128	599	398 
38128	70550	398 
38128	1334	398 
38128	44869	398 
38128	75055	398 
38128	17875	398 
38128	7103	398 
38128	52008	398 
38128	1823	398 
38128	9701	398 
38128	32864	398 
38128	45713	398 
38128	42522	382 
38128	15024	382 
38128	19018	382 
38128	23393	382 
38128	35577	382 
38128	4399	382 
38128	39181	382 
38128	34449	382 
38128	65553	382 
38128	41162	382 
38128	35701	382 
38128	68855	382 
38128	28806	382 
38128	12246	382 
38128	55887	382 
38128	26151	382 
38128	3549	382 
38128	40018	382 
38128	322	382 
38128	24596	382 
38128	12035	382 
38128	30522	382 
38128	8039	382 
38128	73145	382 
38128	59433	382 
38128	28644	382 
38128	29844	382 
38128	15471	382 
38128	36985	382 
38128	70550	382 
38128	26339	382 
38128	9395	382 
38128	31066	382 
38128	48224	382 
38128	44869	382 
38128	66764	382 
38128	20905	382 
38128	75055	382 
38128	17875	382 
38128	17727	382 
38128	71248	382 
38128	7103	382 
38128	586	382 
38128	39896	382 
38128	52008	382 
38128	52112	382 
38128	2748	382 
38128	1823	382 
38128	9701	382 
38128	32864	382 
38128	59072	382 
38128	69443	382 
38128	28772	382 
38128	7417	382 
38128	29897	382 
38128	62434	300 
38128	21632	151 
38128	29947	217 
38128	9911	217 
38128	38944	80 
38128	38944	37 
38128	1483	379 
38128	30382	296 
38128	17058	85 
38128	53219	85 
38128	64632	85 
38128	17058	374 
38128	64632	374 
38128	19769	374 
38128	63974	130 
38128	51294	130 
38128	45790	130 
38128	10306	130 
38128	69931	265 
38128	60841	265 
38128	29827	265 
38128	69092	104 
38128	65553	369 
38128	31835	369 
38128	71248	369 
38128	28772	369 
38128	31835	358 
38128	71248	358 
38128	21632	358 
38128	28772	358 
38128	60073	203 
23337	45734	388 
23337	2598	388 
39490	57026	332 
39490	29052	332 
39490	68334	332 
9301	72888	118 
56293	24842	118 
40401	6168	151 
40401	64632	101 
40401	24028	256 
40401	43419	256 
40401	70822	256 
40401	34300	256 
40401	50489	256 
40401	17373	356 
44240	38055	358 
42734	59160	379 
39888	63450	118 
42055	63669	118 
37546	10945	358 
37546	18577	358 
11625	61102	32 
11625	7995	358 
6587	65161	358 
6587	9577	358 
22803	22041	34 
22803	36619	358 
38273	38944	80 
38273	38944	37 
38273	1483	379 
38273	22368	384 
38273	11708	384 
38273	19933	265 
3850	14954	14 
3850	50425	46 
3850	3650	384 
3850	65907	384 
3850	3580	117 
10690	8900	398 
40671	65855	332 
40671	65861	332 
40671	65853	332 
40671	65856	332 
40671	29052	332 
40671	29064	332 
40671	29065	332 
40671	23453	332 
40671	33054	369 
74049	23453	332 
74049	29065	332 
45715	67750	379 
41531	19182	388 
41531	2597	388 
15726	19933	151 
15589	2317	118 
26576	29502	279 
9195	75211	118 
57789	71247	118 
38991	57248	303 
38991	30690	344 
38991	785	344 
51652	36133	118 
5067	36257	151 
5067	6170	369 
10199	36821	388 
10199	37408	358 
14426	29052	332 
14426	29065	332 
14426	33054	369 
13138	5405	118 
23142	62223	105 
23142	56638	105 
23142	25762	105 
23142	13855	105 
23142	13797	300 
23142	59812	300 
23142	15652	300 
23142	56638	101 
23142	67410	393 
23142	70010	256 
23142	69974	256 
23142	4429	256 
23142	58887	256 
23142	20817	256 
23142	25720	356 
15107	53625	118 
62750	33054	369 
4661	33054	369 
5358	58888	256 
5358	58888	396 
5358	58888	358 
50112	42618	151 
50112	15927	151 
50112	51394	151 
50112	33054	151 
50112	15922	151 
50112	37710	151 
50112	60022	151 
50112	59220	151 
50112	45053	151 
50112	58806	151 
50112	35527	151 
14133	47414	118 
